EquipmentID;Location;LastDate;initial_date;dvr_OB;dvr_OBV;dvr_OBH;dvr_IB;dvr_IBV;dvr_IBH;dvr_A;dvn_IB;dvn_IBV;dvn_IBH;dvn_OB;dvn_OBV;dvn_OBH;dvn_A;vib_alert;vib_danger;acc_alert;acc_danger;vib_max;acc_max;driver;driven;indikasi;remark;saran
56K1 -T-G;UTL I;08/03/2020;09/01/2020;9.03;1.21;0.97;7.96;0.89;0.63;1.58;;;;;;;;7.1;11.2;5;10;1.58;9.03;TRB;COMP;NORMAL, Masih dimonitoring;;Periksa clearence bearing turbine, periksa axial end play dan radial lifting shaft turbine, periksa internal part turbine
56K1 -G;UTL I;08/03/2020;09/01/2020;10.72;1.61;0.85;8.42;1.21;0.62;1.4;;;;;;;;7.1;11.2;10;15;1.61;10.72;GB;COMP;NORMAL, Masih dimonitoring;;Periksa internal part gearbox
56K102;UTL I;08/31/2020;09/01/2020;0.14;0.75;0.57;0.12;0.8;0.75;0.69;;;;;;;;7.1;11.2;5;10;0.8;0.14;MTR;COMP;NORMAL, Masih dimonitoring;;
56K1P3;UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
56K1P4;UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
56K2 -T-G;UTL I;04/22/2020;09/01/2020;4.05;2.14;2.81;10.28;2.58;2.85;2.96;;;;;;;;7.1;11.2;5;10;2.96;10.28;TRB;COMP;NORMAL, Masih dimonitoring;;Periksa clearence bearing turbine, periksa axial end play dan radial lifting shaft turbine, periksa internal part turbine
56K2 -G;UTL I;04/22/2020;09/01/2020;6.61;0.86;4.91;13.87;1.89;0.63;1.06;;;;;;;;7.1;11.2;10;15;4.91;13.87;GB;COMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pada kesempatan pertama, periksa kondisi internal part gearbox
56K201;UTL I;08/19/2019;09/01/2020;3.74;1.42;0.91;3.65;0.81;0.5;0.32;0.95;0.69;1.82;0.88;0.93;1.69;0.86;7.1;11.2;5;10;1.82;3.74;MTR;COMP;NORMAL, Masih dimonitoring;;
56K2P3;UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
56K3;UTL I;08/18/2020;09/01/2020;0.22;0.94;0.57;0.19;0.65;0.57;0.35;;;;;;;;7.1;11.2;5;10;0.94;0.22;MTR;COMP;NORMAL, Masih dimonitoring;;
56K4D;UTL I;;09/01/2020;;;;;;;;;;;;;;;11.2;18;5;10;0;0;DSL;COMP;;;
56K302;UTL I;08/31/2020;09/01/2020;0.51;0.97;1.59;0.38;1;1.43;1.61;1.1;0.44;0.45;1.27;0.39;0.46;0.57;11.2;18;5;10;1.61;1.27;MTR;COMP;NORMAL, Masih dimonitoring;;
57P1;UTL I;10/30/2019;09/01/2020;0.99;2.1;3.52;0.54;1.83;2.86;1.7;2.5;2.54;2.88;1.99;7.63;4.05;6.57;4.5;7.1;5;10;7.63;2.5;MTR;PUMP;DANGER, Indikasi unbalance;UNBALANCE;Periksa kondisi coupling pada kesempatan pertama, periksa internal part pompa, balancing rotor pompa, solo run motor
57P102A -T (SYDN);UTL I;08/24/2020;09/01/2020;4.05;3.19;3.64;2.35;1.09;1.68;2.14;1.13;4.84;6.19;2.04;2.56;3.31;6.14;4.5;7.1;10;15;6.19;4.05;TRB;sydn;ALERT, Indikasi BPF pada pompa;BPF;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
57P102A-P1;UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
57P102A-P2;UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
57P102B (SYDN-vertical);UTL I;08/31/2020;09/01/2020;1.17;0.66;0.76;2.01;0.91;0.87;0.8;0.29;1.08;2.44;1.9;1.49;1.34;1.5;4.5;7.1;10;15;2.44;2.01;MTR;GB Sydn;NORMAL, Masih dimonitoring;;
57P2 -T;UTL I;08/18/2020;09/01/2020;1.68;2.8;4.05;3.88;1.25;1.93;2.48;2.06;1.9;1.73;1.8;1.21;0.98;1.45;4.5;7.1;5;10;4.05;3.88;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa internal part pompa, balancing rotor pompa
57P201A (SYDN-vertical);UTL I;08/31/2020;09/01/2020;0.8;0.64;0.62;1.62;0.77;0.65;0.74;0.29;0.35;0.49;0.06;0.66;0.98;0.35;4.5;7.1;10;15;0.98;1.62;MTR;sydn;NORMAL, Masih dimonitoring;;
57P201B (SYDN-vertical);UTL I;08/24/2020;09/01/2020;2.48;0.46;0.44;2.21;0.43;0.42;0.39;0.67;0.59;0.49;1.01;0.58;0.82;0.6;4.5;7.1;10;15;0.82;2.48;MTR;sydn;NORMAL, Masih dimonitoring;;
57P201C -T (SYDN-vertical);UTL I;08/20/2018;09/01/2020;0.42;1.35;1.33;1.51;0.61;2.33;0.61;1.9;1.28;1.64;1.38;0.95;0.89;0.92;4.5;7.1;10;15;2.33;1.9;TRB;sydn;NORMAL, Masih dimonitoring;;
57P3;UTL I;08/10/2020;09/01/2020;0.16;0.91;1.95;0.36;0.95;1.81;1.04;0.95;2.58;2.02;0.61;2.68;1;2.59;4.5;7.1;5;10;2.68;0.95;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pada kesempatan pertama, periksa kondisi internal part gearbox
57P4 (SYDN-vertical);UTL I;08/28/2017;09/01/2020;0.04;1.04;0.22;0.03;0.32;0.13;0.15;0.11;0.23;0.16;0.09;0.22;0.16;0.14;4.5;7.1;5;10;1.04;0.11;MTR;PUMP;NORMAL, Masih dimonitoring;;
57P5 -T (SYDN-vertical);UTL I;;09/01/2020;;;;;;;;;;;;;;;4.5;7.1;5;10;0;0;TRB;PUMP;;;
063P101A;OM DERMAGA;08/05/2020;09/01/2020;1.58;2.18;1.98;0.29;1.4;1.25;1.86;0.3;1.19;1.29;0.56;2.16;3.36;1.09;11.2;18;5;10;3.36;1.58;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
063P101AM-P1A;OM DERMAGA;09/02/2020;09/01/2020;0.58;1.57;1.79;0.87;1.77;2.5;2.42;0.62;1.25;1.21;0.45;1.1;1.25;1.31;2.82;4.5;5;10;2.5;0.87;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa clearence bearing motor, periksa axial end play dan radial lifting shaft motor, realignment motor terhadap pompa
063P101AM-P1B;OM DERMAGA;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
063P101B;OM DERMAGA;09/02/2020;09/01/2020;0.08;2;2.11;0.07;1.81;2.04;1.98;0.2;1.83;2;0.42;1.35;1.1;0.39;11.2;18;5;10;2.11;0.42;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P101BM-P1A;OM DERMAGA;09/02/2020;09/01/2020;0.23;1.02;1.04;0.62;0.95;0.82;1;0.41;0.7;0.55;0.45;0.61;0.46;0.52;2.82;4.5;5;10;1.04;0.62;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
063P101BM-P1B;OM DERMAGA;08/16/2017;09/01/2020;1.15;0.83;0.83;0.79;1.44;0.74;0.60;0.80;0.72;0.66;2.33;0.65;0.63;0.41;2.82;4.5;5;10;1.44;2.33;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P101C;OM DERMAGA;09/02/2020;09/01/2020;0.12;1.92;1.77;0.12;2;1.86;1.09;0.22;1.7;1.94;0.46;1.42;1.51;0.65;11.2;18;5;10;2;0.46;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa
63P101CMK1;OM DERMAGA;02/01/2018;09/01/2020;0.24;1.42;1.05;0.39;1.18;1;1.07;0.07;1.41;0.62;0.07;1.37;1.27;0.58;2.82;4.5;5;10;1.42;0.39;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P101CM-P1A;OM DERMAGA;04/05/2018;09/01/2020;0.13;0.83;0.6;0.16;0.82;0.54;0.58;0.04;0.98;0.44;0.04;1.09;0.65;0.61;2.82;4.5;5;10;1.09;0.16;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P101CM-P1B;OM DERMAGA;09/02/2020;09/01/2020;1.03;2.98;4.04;1.07;4.77;7.58;8.27;0.96;1.48;0.86;0.37;1.26;1.04;1.12;2.82;4.5;5;10;8.27;1.07;MTR;PUMP;DANGER, Indikasi mechanical looseness;MECH. LOOSE;Periksa clearence bearing motor, periksa axial end play dan radial lifting shaft motor, realignment motor terhadap pompa
063P101D;OM DERMAGA;09/02/2020;09/01/2020;0.12;2.09;1.3;0.12;1.71;1.22;2.12;0.11;1.51;1.19;0.47;1.05;1.18;1.09;11.2;18;5;10;2.12;0.47;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P101DM-P1A;OM DERMAGA;09/02/2020;09/01/2020;0.53;1.77;1.62;0.65;1.31;0.85;1.4;0.83;1.32;0.79;0.59;1.14;1.07;1.29;2.82;4.5;5;10;1.77;0.83;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi pondasi pompa, pastikan dalam keaadaan baik
063P101DM-P1B;OM DERMAGA;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
063P102A;OM DERMAGA;09/02/2020;09/01/2020;0.45;1.53;1.4;0.13;1.63;1.01;1.06;0.21;1.47;0.83;0.34;0.56;0.41;0.22;11.2;18;5;10;1.63;0.45;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, periksa kondisi fan motor pada kesempatan pertama, periksa internal part pompa, balancing rotor motor dan pompa
063P102B -D;OM DERMAGA;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;DSL;PUMP;;;
063P102B -G;OM DERMAGA;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;10;15;0;0;GB;PUMP;;;
63P1A;OM DERMAGA;09/02/2020;09/01/2020;0.37;0.94;0.96;0.08;0.85;0.77;0.93;0.07;0.83;0.76;0.43;0.99;0.55;0.33;7.1;11.2;5;10;0.99;0.43;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling pada kesempatan pertama, solo run motor, periksa internal part pompa, balancing rotor pompa
63P1B;OM DERMAGA;09/02/2020;09/01/2020;0.29;2.34;3.25;0.09;2.01;2.21;1.97;0.09;1.74;2.13;0.46;1.09;0.96;0.64;7.1;11.2;5;10;3.25;0.46;MTR;PUMP;NORMAL, Masih dimonitoring;;
63P1C;OM DERMAGA;07/22/2020;09/01/2020;0.28;1.64;1.32;0.12;1.26;1.24;1.23;0.14;1.56;1.23;1.46;1.55;0.82;0.66;7.1;11.2;5;10;1.64;1.46;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P201;OM DERMAGA;03/14/2019;09/01/2020;0.14;5.99;5.78;0.14;5.94;5.68;2.39;0.12;5.64;5.41;0.13;0.95;0.84;0.58;11.2;18;5;10;5.99;0.14;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P201M-P1A;OM DERMAGA;09/24/2019;09/01/2020;2.92;13.09;8.14;2.76;9.54;6.85;7;1.83;3.69;3.17;2.15;3.08;2.52;4.36;2.82;4.5;5;10;13.09;2.92;MTR;PUMP;DANGER, Indikasi mechanical looseness;MECH. LOOSE;Periksa clearence bearing motor, periksa axial end play dan radial lifting shaft motor, realignment motor terhadap pompa
063P201M-P1B;OM DERMAGA;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
63P2A;OM DERMAGA;08/25/2020;09/01/2020;0.47;1.59;1.95;0.29;1.74;1.17;1.2;0.16;1.74;1.68;0.26;0.74;0.83;0.47;7.1;11.2;5;10;1.95;0.47;MTR;PUMP;NORMAL, Masih dimonitoring;;
63P2B -D;OM DERMAGA;;09/01/2020;;;;;;;;;;;;;;;7.1;11.2;5;10;0;0;DSL;PUMP;;;
63P2C -D;OM DERMAGA;;09/01/2020;;;;;;;;;;;;;;;7.1;11.2;5;10;0;0;DSL;PUMP;;;
63P3;OM DERMAGA;06/18/2020;09/01/2020;0.29;3.45;2.55;0.37;2.25;1.8;1.76;0.1;1.93;1.34;0.09;0.21;0.34;0.26;4.5;7.1;5;10;3.45;0.37;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P301;OM DERMAGA;09/02/2020;09/01/2020;0.2;1.96;1.84;0.19;1.87;1.77;1.81;0.48;1.94;1.99;0.9;1.77;2.5;2.49;11.2;18;5;10;2.5;0.9;MTR;PUMP;NORMAL, Masih dimonitoring;;
063P301M-P1A;OM DERMAGA;09/02/2020;09/01/2020;0.15;1.62;0.54;0.15;2.32;0.77;3.03;0.84;0.67;0.44;1.31;0.57;0.4;0.72;2.82;4.5;5;10;3.03;1.31;MTR;PUMP;ALERT, Indikasi misalignment;MISALIGNMENT;Periksa kondisi coupling pada kesempatan pertama, periksa kondisi kaki-kaKi motor, realignment motor terhadap pompa
063P301M-P1B;OM DERMAGA;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
65P101A;OM UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
65P101B;OM UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
65P102A;OM UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
65P102B;OM UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
65P1;OM UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
65P3;OM UTL I;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
66K201;OM KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
66P202A;OM KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
66P202B;OM KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
66P203A;OM KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
66P203B;OM KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
66P205;OM KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
66P205S;OM KPC;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
69P12A;OM DRUM PLAN;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
69P12B;OM DRUM PLAN;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P2A;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P2B;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P2B -D;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;DSL;PUMP;;;
70P2B -G;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;10;15;0;0;GB;PUMP;;;
70P2C;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P3;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P3A;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P4;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P9A;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P9B;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
70P9B -G;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;10;15;0;0;GB;PUMP;;;
72G103D;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;DSL;PUMP;;;
72G203D;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;DSL;PUMP;;;
72P101;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
72P102;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
72P103;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
72P202;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
72P202A;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
72P203;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
72P203 -G;OM TELUK PENYU;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;10;15;0;0;GB;PUMP;;;
80P201A;KPC;09/02/2020;09/01/2020;0.36;0.41;0.47;0.15;0.44;0.46;0.41;1.59;0.83;0.99;1.83;0.56;0.94;0.72;4.5;7.1;5;10;0.99;1.83;MTR;PUMP;NORMAL, Masih dimonitoring;;
80P201B;KPC;07/01/2020;09/01/2020;0.91;2.19;2.39;1.95;1.3;2.18;0.96;1.52;2.42;2.2;1.53;1.68;1.94;1.75;4.5;7.1;5;10;2.42;1.95;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pompa pada kesempatan pertama, ganti bearing pompa, periksa internal part pompa
80P202A;KPC;11/05/2019;09/01/2020;0.18;0.22;0.35;0.11;0.23;0.37;0.32;0.43;0.36;0.79;0.51;0.32;0.56;0.51;7.1;11.2;5;10;0.79;0.51;MTR;PUMP;NORMAL, Masih dimonitoring;;
80P202B;KPC;09/02/2020;09/01/2020;0.2;0.25;0.39;0.26;0.25;0.5;0.25;1.22;1.27;1.44;1.07;0.77;0.8;0.93;7.1;11.2;5;10;1.44;1.22;MTR;PUMP;NORMAL, Masih dimonitoring;;
80P202C -T;KPC;09/02/2020;09/01/2020;1.14;0.51;0.61;1.76;0.25;0.54;0.48;0.68;0.72;0.92;0.48;0.69;0.81;0.57;7.1;11.2;5;10;0.92;1.76;TRB;PUMP;NORMAL, Masih dimonitoring;;
80P203A;KPC;08/03/2017;09/01/2020;0.30;1.04;1.62;0.68;2.09;1.70;2.90;0.52;0.91;2.48;0.50;0.83;1.51;1.54;2.82;4.5;5;10;2.9;0.68;MTR;PUMP;ALERT, Indikasi mialignment;MISALIGMENT;Periksa kondisi coupling, realignment motor terhadap pompa
80P203B;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
80P401;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
80P402;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
81A201K1A;KPC;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
81A201K1B;KPC;;09/01/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;0;0;MTR;PUMP;;;
82K201A;KPC;09/02/2020;09/01/2020;0.08;1.03;0.72;0.06;0.67;0.72;0.51;;;;;;;;7.1;11.2;5;10;1.03;0.08;MTR;COMP;NORMAL, Masih dimonitoring;;
82K201AP1;KPC;07/19/2017;09/01/2020;0.09;0.51;0.51;0.08;0.56;0.55;0.56;0.33;3.27;3.32;0.15;1.66;1.68;2.96;2.82;4.5;5;10;3.32;0.33;MTR;PUMP;ALERT, Indikasi resonansi;RESONANSI;
82K201AP2;KPC;12/05/2017;09/01/2020;2.53;2.06;2.16;2.68;1.63;1.49;1.36;0.28;0.67;0.98;0.37;1.01;0.94;1.73;2.82;4.5;5;10;2.16;2.68;MTR;PUMP;NORMAL, Masih dimonitoring;;
82K201B;KPC;08/05/2020;09/01/2020;0.15;3.36;3.67;0.1;1.19;1.39;0.64;;;;;;;;7.1;11.2;5;10;3.67;0.15;MTR;COMP;NORMAL, Masih dimonitoring;;
82K201BP1;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
82K201BP2;KPC;09/05/2017;09/01/2020;0.19;0.65;0.66;0.21;0.66;0.66;0.65;0.19;0.52;0.59;0.25;0.47;0.39;1.43;2.82;4.5;5;10;1.43;0.25;MTR;PUMP;NORMAL, Masih dimonitoring;;
82K201BP3;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
82K201P1A;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
82K201P1B;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
82K201P3B;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
82P201A;KPC;08/05/2020;09/01/2020;0.31;1.14;1.43;0.48;0.84;1.54;0.71;0.17;0.57;1.02;0.67;1.6;1.02;0.87;7.1;11.2;5;10;1.6;0.67;MTR;PUMP;NORMAL, Masih dimonitoring;;
82P201B;KPC;09/02/2020;09/01/2020;0.58;1.65;1.65;0.45;1.05;1.44;0.8;0.21;0.57;0.92;0.46;1.5;1.22;0.66;7.1;11.2;5;10;1.65;0.58;MTR;PUMP;NORMAL, Masih dimonitoring;;
82P202A;KPC;11/27/2019;09/01/2020;0.7;0.93;1.74;0.48;0.87;2.23;1.06;0.37;1.72;2.55;0.24;1.25;2.21;1.32;7.1;11.2;5;10;2.55;0.7;MTR;PUMP;NORMAL, Masih dimonitoring;;
82P202B;KPC;09/02/2020;09/01/2020;0.96;1.4;1.99;0.54;1.41;2.01;0.86;0.33;1.65;1.96;0.59;1.33;1.67;0.99;7.1;11.2;5;10;2.01;0.96;MTR;PUMP;NORMAL, Masih dimonitoring;;
82P203A;KPC;11/05/2019;09/01/2020;0.67;0.71;1.19;1.7;1.18;1.55;1.35;0.65;1.72;2;0.89;1.27;1.12;0.84;7.1;11.2;5;10;2;1.7;MTR;PUMP;NORMAL, Masih dimonitoring;;
82P203B;KPC;09/02/2020;09/01/2020;0.18;0.58;1.01;0.29;0.63;0.82;0.92;0.38;1.15;1.25;0.7;0.85;0.72;0.5;7.1;11.2;5;10;1.25;0.7;MTR;PUMP;NORMAL, Masih dimonitoring;;
82P205 (SYDN);KPC;09/02/2020;09/01/2020;0.47;0.78;0.68;0.76;0.51;0.46;0.34;0.57;0.45;0.44;0.52;0.44;0.44;0.32;4.5;7.1;10;15;0.78;0.76;MTR;sydn;NORMAL, Masih dimonitoring;;
82P206;KPC;09/23/2019;09/01/2020;4.15;0.49;0.5;3.76;0.35;0.44;0.43;0.53;1.45;2.89;0.5;1.18;2.18;0.96;4.5;7.1;5;10;2.89;4.15;MTR;PUMP;NORMAL, Masih dimonitoring;;
82P207;KPC;03/26/2019;09/01/2020;0.22;0.32;0.3;0.16;0.2;0.14;0.15;0.11;0.16;0.85;0.28;0.15;0.14;0.16;4.5;7.1;5;10;0.85;0.28;MTR;PUMP;NORMAL, Masih dimonitoring;;
84K201 -T;KPC;03/26/2019;09/01/2020;1.19;0.24;0.75;0.77;0.19;0.32;0.41;0.55;0.32;0.58;0.62;0.48;0.32;0.36;7.1;11.2;5;10;0.75;1.19;TRB;COMP;NORMAL, Masih dimonitoring;;
84K201P1A -T;KPC;09/02/2020;09/01/2020;2.48;0.97;1.03;1.06;0.24;0.43;0.31;1.91;0.76;1.03;1.28;0.49;0.71;0.52;4.5;7.1;5;10;1.03;2.48;TRB;PUMP;NORMAL, Masih dimonitoring;;
84K201P1B;KPC;07/01/2020;09/01/2020;0.59;0.44;0.56;0.52;0.48;0.56;0.61;0.48;0.37;0.55;0.5;0.23;0.37;0.47;4.5;7.1;5;10;0.61;0.59;MTR;PUMP;NORMAL, Masih dimonitoring;;
84K202A;KPC;09/02/2020;09/01/2020;0.11;1.31;2.09;0.08;1;1.22;1.84;;;;;;;;11.2;18;5;10;2.09;0.11;MTR;COMP;NORMAL, Masih dimonitoring;;
84K202AP1;KPC;07/19/2017;09/01/2020;0.21;2.10;2.08;0.13;2.17;2.18;2.19;0.17;1.95;2.76;0.16;1.56;3.27;1.40;2.82;4.5;5;10;3.27;0.21;MTR;PUMP;ALERT, Indikasi resonansi;RESONANSI;
84K202AP2;KPC;07/05/2017;09/01/2020;0.18;2.25;2.30;0.18;2.35;2.24;2.20;0.14;2.66;2.51;0.14;2.45;2.39;2.54;2.82;4.5;5;10;2.66;0.18;MTR;PUMP;NORMAL, Masih dimonitoring;;
84K202B;KPC;08/05/2020;09/01/2020;0.15;1.5;1.71;0.17;1.89;2.21;4.31;;;;;;;;11.2;18;5;10;4.31;0.17;MTR;COMP;NORMAL, Masih dimonitoring;;Periksa clearence bearing compressor, periksa internal part compressor
84K202BP1;KPC;07/19/2017;09/01/2020;0.25;2.77;2.87;0.26;2.93;2.81;2.79;0.50;5.18;5.13;0.51;4.56;4.74;4.55;2.82;4.5;5;10;5.18;0.51;MTR;PUMP;DANGER, Indikasi resonansi;RESONANSI;Patikan pondasi dan support pada equipment dalam kondisi baik
84K202BP2;KPC;07/05/2017;09/01/2020;0.32;3.72;3.62;0.33;3.76;4.09;4.00;0.30;5.49;5.38;0.32;5.16;5.05;5.09;2.82;4.5;5;10;5.49;0.33;MTR;PUMP;DANGER, Masih dimonitoring, Indikasi resonansi dari 84K202B;RESONANSI;Patikan pondasi dan support pada equipment dalam kondisi baik
84K202C;KPC;09/02/2020;09/01/2020;0.16;1.65;1.75;0.18;2.13;1.48;3.55;;;;;;;;11.2;18;5;10;3.55;0.18;MTR;COMP;NORMAL, Masih dimonitoring;;Periksa clearence bearing compressor, periksa internal part compressor
84K202CP1;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
84K202CP2;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
84K202P1A;KPC;10/04/2017;09/01/2020;0.40;9.65;8.15;0.72;13.20;13.20;10.09;1.49;9.61;11.02;1.15;7.41;5.97;2.32;2.82;4.5;5;10;13.2;1.49;MTR;PUMP;DANGER, Indikasi struktural looseness;STRUKTUR LOOSE;Periksa pondasi dan support pada equipment
84K202P1B;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
84K202P1C;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
84K202P3A;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
84K202P3B;KPC;;09/01/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;0;0;MTR;PUMP;;;
